               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.024387,            0.014582,           0.0012876,              0.8303,             0.78698,             0.80888,             0.53745,            0.029547,            0.013158,           0.0046669,            0.002377,            0.002377,            0.002377
                 156,            0.024257,            0.014349,           0.0012463,             0.83991,             0.77955,             0.80825,             0.53728,            0.029551,            0.013168,           0.0046707,           0.0023275,           0.0023275,           0.0023275
                 157,            0.024182,            0.014164,             0.00127,             0.84138,             0.77931,             0.80778,              0.5366,             0.02955,            0.013184,            0.004661,            0.002278,            0.002278,            0.002278
                 158,            0.023701,             0.01413,           0.0012281,             0.83747,             0.78116,              0.8074,             0.53772,            0.029568,            0.013203,           0.0046431,           0.0022285,           0.0022285,           0.0022285
                 159,             0.02427,            0.014392,           0.0012068,             0.83476,             0.78207,             0.80697,             0.53775,             0.02957,            0.013226,           0.0046397,            0.002179,            0.002179,            0.002179
                 160,            0.023887,            0.014336,           0.0012868,             0.83664,             0.78097,             0.80713,             0.53916,            0.029569,            0.013246,           0.0046355,           0.0021295,           0.0021295,           0.0021295
                 161,            0.023676,              0.0144,           0.0010809,             0.83653,             0.78148,             0.80821,             0.53977,             0.02958,            0.013259,           0.0046346,             0.00208,             0.00208,             0.00208
                 162,            0.023678,             0.01401,           0.0012553,             0.83233,             0.78381,              0.8076,             0.53948,            0.029576,            0.013279,           0.0046287,           0.0020305,           0.0020305,           0.0020305
                 163,            0.023556,            0.013986,           0.0011635,             0.83347,             0.78283,             0.80664,             0.54059,            0.029584,            0.013298,            0.004624,            0.001981,            0.001981,            0.001981
                 164,            0.023412,            0.014024,          0.00097823,             0.83371,             0.78328,             0.80766,             0.54137,            0.029585,            0.013318,           0.0046292,           0.0019315,           0.0019315,           0.0019315
                 165,            0.023326,            0.013851,           0.0010372,             0.83431,             0.78241,             0.80789,              0.5408,             0.02959,            0.013333,           0.0046345,            0.001882,            0.001882,            0.001882
                 166,            0.023522,            0.014192,           0.0011527,             0.83259,              0.7841,             0.80771,             0.54071,            0.029587,            0.013346,           0.0046581,           0.0018325,           0.0018325,           0.0018325
                 167,            0.023268,            0.014083,           0.0011076,             0.83293,             0.78497,             0.80761,             0.54064,            0.029576,            0.013359,            0.004664,            0.001783,            0.001783,            0.001783
                 168,            0.023192,            0.013573,          0.00099176,             0.83264,             0.78534,             0.80742,             0.54065,            0.029569,            0.013372,           0.0046697,           0.0017335,           0.0017335,           0.0017335
                 169,            0.022928,            0.013506,           0.0011353,             0.83348,             0.78253,             0.80728,             0.54159,            0.029566,            0.013392,           0.0046613,            0.001684,            0.001684,            0.001684
                 170,            0.023073,            0.013448,           0.0010154,             0.83449,             0.78239,             0.80757,             0.54161,            0.029562,            0.013407,           0.0046622,           0.0016345,           0.0016345,           0.0016345
                 171,            0.022992,            0.013764,           0.0010426,              0.8353,             0.78285,             0.80862,             0.54199,            0.029549,            0.013425,           0.0046624,            0.001585,            0.001585,            0.001585
                 172,            0.022709,            0.013559,          0.00095979,             0.83815,             0.78475,             0.80895,             0.54262,            0.029541,            0.013437,           0.0046946,           0.0015355,           0.0015355,           0.0015355
                 173,            0.022916,            0.013937,           0.0010101,             0.83596,             0.78472,             0.80834,             0.54262,            0.029528,            0.013448,             0.00471,            0.001486,            0.001486,            0.001486
                 174,            0.022896,            0.013845,           0.0010279,             0.83437,              0.7837,             0.80755,             0.54291,            0.029517,            0.013462,           0.0047243,           0.0014365,           0.0014365,           0.0014365
                 175,              0.0226,            0.013492,          0.00099696,             0.83474,             0.78334,             0.80671,             0.54342,            0.029509,            0.013478,            0.004732,            0.001387,            0.001387,            0.001387
                 176,            0.022555,             0.01351,          0.00091813,             0.83438,             0.78342,              0.8067,             0.54432,            0.029504,            0.013492,           0.0047431,           0.0013375,           0.0013375,           0.0013375
                 177,            0.022607,            0.013833,           0.0010534,             0.83421,             0.78291,             0.80651,             0.54349,            0.029498,            0.013506,           0.0047515,            0.001288,            0.001288,            0.001288
                 178,            0.022361,             0.01339,          0.00089411,             0.83369,             0.78283,             0.80658,             0.54426,            0.029492,            0.013517,           0.0047591,           0.0012385,           0.0012385,           0.0012385
                 179,             0.02254,            0.013637,          0.00094356,             0.83327,             0.78197,             0.80679,             0.54432,            0.029483,            0.013529,           0.0047659,            0.001189,            0.001189,            0.001189
                 180,            0.022314,            0.013321,           0.0008186,             0.83489,             0.78126,             0.80678,             0.54384,            0.029475,            0.013543,           0.0047716,           0.0011395,           0.0011395,           0.0011395
                 181,            0.022295,            0.013391,          0.00096036,             0.83403,             0.78125,             0.80664,             0.54353,            0.029467,            0.013554,           0.0047828,             0.00109,             0.00109,             0.00109
                 182,            0.022149,              0.0134,          0.00091338,             0.83314,              0.7818,             0.80647,             0.54396,             0.02946,            0.013568,           0.0047931,           0.0010405,           0.0010405,           0.0010405
                 183,            0.022108,            0.013344,          0.00086341,             0.83366,             0.78139,             0.80639,             0.54371,            0.029455,            0.013577,           0.0048028,            0.000991,            0.000991,            0.000991
                 184,             0.02183,            0.013378,          0.00082729,             0.83397,             0.78187,             0.80598,             0.54371,            0.029453,            0.013588,           0.0048095,           0.0009415,           0.0009415,           0.0009415
                 185,            0.021881,            0.013106,          0.00082702,             0.83417,             0.78283,             0.80651,             0.54374,            0.029448,              0.0136,           0.0048183,            0.000892,            0.000892,            0.000892
                 186,            0.021791,            0.013222,          0.00086848,             0.83405,             0.78152,             0.80632,             0.54392,            0.029441,            0.013612,           0.0048208,           0.0008425,           0.0008425,           0.0008425
                 187,            0.021677,            0.013346,          0.00077176,             0.83291,             0.78165,             0.80619,             0.54428,            0.029441,            0.013623,           0.0048211,            0.000793,            0.000793,            0.000793
                 188,            0.021733,            0.012913,          0.00090994,             0.83262,             0.78256,             0.80674,             0.54407,            0.029441,            0.013635,           0.0048234,           0.0007435,           0.0007435,           0.0007435
                 189,            0.021628,            0.013314,          0.00084588,             0.83428,             0.78141,             0.80677,             0.54422,            0.029437,            0.013645,           0.0048258,            0.000694,            0.000694,            0.000694
                 190,            0.021379,            0.013005,          0.00079694,             0.83438,             0.78152,             0.80657,             0.54448,            0.029437,            0.013656,             0.00483,           0.0006445,           0.0006445,           0.0006445
                 191,            0.021358,            0.013087,          0.00077176,             0.83419,             0.78265,             0.80668,             0.54451,            0.029438,             0.01367,           0.0048345,            0.000595,            0.000595,            0.000595
                 192,            0.021802,            0.012913,          0.00089144,             0.82511,             0.78804,             0.80649,             0.54412,            0.029433,            0.013683,           0.0048433,           0.0005455,           0.0005455,           0.0005455
                 193,            0.021423,            0.013107,          0.00086185,             0.82468,             0.78871,              0.8067,             0.54449,            0.029433,            0.013693,            0.004848,            0.000496,            0.000496,            0.000496
                 194,            0.021047,            0.012608,          0.00092553,             0.82456,             0.78882,             0.80627,             0.54462,            0.029435,            0.013704,           0.0048574,           0.0004465,           0.0004465,           0.0004465
                 195,            0.021068,            0.012801,           0.0007675,             0.82645,             0.78826,             0.80716,             0.54489,            0.029436,            0.013714,           0.0048618,            0.000397,            0.000397,            0.000397
                 196,            0.021231,            0.012886,          0.00078151,             0.82516,             0.78917,              0.8066,             0.54497,            0.029436,            0.013727,           0.0048723,           0.0003475,           0.0003475,           0.0003475
                 197,            0.020891,            0.012652,          0.00079281,             0.82512,             0.78923,             0.80657,             0.54478,            0.029438,            0.013739,           0.0048801,            0.000298,            0.000298,            0.000298
                 198,            0.021184,            0.013251,          0.00078776,             0.82467,             0.78928,              0.8064,             0.54493,            0.029438,             0.01375,           0.0048904,           0.0002485,           0.0002485,           0.0002485
                 199,            0.020817,            0.013127,          0.00076096,              0.8234,             0.78969,             0.80614,             0.54473,             0.02944,            0.013761,           0.0049008,            0.000199,            0.000199,            0.000199
